id,steamID,name,price,short_descritiption,genres[],publishers[],release_date
2813,877080,Seeds of Resilience,13.99,"Ready to start anew? Build a village from scratch in Seeds of Resilience. Learn to choose the right items, understand nature's patterns, use real life-based constructions and craft techniques in this turn-based tycoon game.",[Goblinz Publishing/Maple Whispering Limited],[Indie/Simulation/Strategy],13/6/2019
2814,877190,Flamebound,2.99,"Explore deep dark infinity dungeons in this 2D Indie RPG! Obtain loot, hire heroes and together slay hordes of damned.",[OneShark],[Adventure/Casual/Indie/RPG],27/6/2018
2815,877550,Digital Jigsaw Puzzle,14.99,"A jigsaw puzzle game with 150+ puzzles with sizes up to 576 pieces. You can even load your custom image as a puzzle!",[Timothy Findling],[Casual/Indie],3/8/2018
2816,877850,TribeXR DJ School,22.49,"Become a VR DJ: Practice on club-standard Pioneer DJ equipment. Take lessons from DJ instructors. Join Masterclasses. Mix back-to-back with DJs around the world. Perform to a global audience.Join us on Discord (). Start your DJ journey!*WINDOWS 10 Required*",[TribeXR Inc.],[Casual/Indie/Simulation/Strategy/Audio Production/Education/Utilities/Early Access],25/3/2019
2817,877960,The Legend of Monster Mountain,2.99,"The spell of the Monster Mountain was broken, the released monsters took Keyao's sister. For saving his sister, Keyao started an incredible adventure.",[YOUGAKE],[Action/Adventure/Indie/RPG],7/9/2018
2818,878120,UniteStar,1.99,"在此游戏中，您将扮演一个土著，通过杀怪，种摇钱树等，获得资源和装备，最终除掉终极boss后获得胜利",[SteamWork],[Action/Adventure/Casual/Indie/Massively Multiplayer/Racing/RPG/Simulation/Sports/Strategy],2/7/2018
2819,878140,Witch of the Woods,0,"In Witch of the Woods, you play as a witch who must gather ingredients in the forest in order to cast custom spells on the flora and fauna. Can you maintain the forest's ecosystem while fending off the corruption that is plaguing your woods?",[Druidic, LLC],[Indie/Strategy],24/10/2018
2820,878280,Distorted Illusions,0,"Distorted Illusions is a free and relaxing block puzzle game featuring 2 modes, 6 puzzles, and many environments. Upgrade to Distorted Illusions Premium for more puzzles, difficulties up to 12x12, and the ability to import your own puzzles!",[Goober Games],[Casual/Indie],19/10/2018
2821,878520,Sally's Salon: Kiss & Make-Up,12.99,"Sally and François dive headlong into chaos and absurdity in a brand new spa!",[GameHouse],[Adventure/Casual/Strategy],28/6/2018
2822,878610,Don't Feed The Slimes!,1.59,"Moving from one continent to another, through all levels, solving physics puzzles and overcome all obstacles, you will understand why you are not allowed to feed the Slimes.",[ChillFun],[Adventure/Casual/Indie/Strategy/Early Access],23/6/2018
2823,878640,LO-OP,0.99,"LO-OP have simple design and simple concept. Connect right amount of loops between each other and clear board to pass the level. Train your skills in this minimalist-design game that can eat your brain. Don't be so rude with your mental health and spend some time sleeping while not playing LO-OP.",[Paleno Games],[Action/Casual/Indie/Strategy],29/7/2018
2824,878970,The Block Box,11.99,"Build and defend your village in an open, randomly generated world made of blocks. Manage your villagers, build your village, and defend it at night.",[EMJADA],[Adventure/Casual/Indie/Strategy/Early Access],1/2/2019
2825,879450,The Chambers,1.99,"Classical point and click and room escape game.",[Trinity Project],[Adventure/Indie],2/7/2018
2826,879510,Lucy Got Problems,7.99,"Lucy, an airhead succubus spy, was sent into the elven forest to... um... what was she supposed to do?! Find out how to survive in the forest full of dangers and lustful elves. And do your best to save the day!",[Flat Chest Dev/Critical Bliss],[Adventure],28/9/2018
2827,879660,10k,14.99,"Explore and build VR worlds using scientific and other data, along with free 3D models. 10k lets you create entirely in-world, using open data sources - from 3D models and images to financial datasets to molecular structures.",[Dynamoid],[Design & Illustration/Education/Utilities/Early Access],15/8/2018
2828,880320,魔装術師アカネ / Magic MechSuit Akane,2.99,"Magic MechSuit Akane 'Mechanism-replacement action shooting' - start Combat action to create a powered suit by combining up to 16 parts such as generators and radiators! In addition to being able to play offline with a preset machine or self-made machine with 1 VS1, you can also play online with up to 3 VS 3.",[WaterMagus],[Action/Indie/Early Access],27/7/2018
2829,880380,Franchise Hockey Manager 5,19.99,"Franchise Hockey Manager 5 is the only sports strategy game licensed by the NHL ® , including the real clubs, awards, and trophies associated with the greatest hockey league in the world. FHM 5 allows you to build your hockey franchise into a perennial Stanley Cup winner YOUR way, in the current 2018-19 season or back through the entire...",[Out of the Park Developments],[Indie/Simulation/Sports/Strategy],5/10/2018
2830,880780,Vatnik Simulator - A Russian Patriot Game,0.49,"Become a vatnik! In this game you can drink for Tsar and for Russia, pray to the Putin and enjoy life in a Russia! Do you respect Tsar Vladimir?",[Ghost_RUS Games],[Casual/Indie/Simulation],21/6/2018
2831,880870,Donut Arena,2.99,"Where hunger prevails, a tournament is organized. There is only one rule: eat them all! Donut Arena is a gladiatorial action roguelite that offers countless builds and strategies. Change arenas wisely, hype the crowd, please the kings and conquer underwears until you reach the highest scores.",[Mario Ariano],[Action/Indie],17/3/2022
2832,880990,School Idol,1.99,"School idol - is a story about cute and polite female student from Japan. Her name is Haneko. She is a student council member. Haneko is a secret admirer of the student council's head - Coco Nobunaga.",[Fury Games Production],[Sexual Content/Nudity/Violent/Action/Adventure/Indie],5/7/2018
2833,881060,Fortune and Gloria,5.99,"Grab your trusty assault rifle, a handful of grenades, and get ready to be dropped off in the hot zone to rescue as many hostages as you can, taking out any enemies you encounter, before beating the boss and getting on the chopper heading off to the next mission.",[Bad Logic Studios],[Action/Adventure/Casual/Indie],24/7/2018
2834,881610,Professor Watts Word Search: Space Voyage,4.99,"Hello Professor Watts here and I need your help! I've been hard at work on my space voyage, collecting samples and documenting important research materials. Now that I have returned to my laboratory I find all of my research files has been jumbled about",[Ripknot Systems],[Casual/Indie/Strategy],25/6/2018
2835,883130,New Star Manager,19.99,"This is soccer management like you’ve never experienced it - Be more than just a player, be the head, the heart, and backbone of New Star FC. Be the Manager.",[Five Aces Publishing Ltd.],[Indie/Simulation/Sports],27/9/2018
2836,883160,Legend of Dragon Labyrinth,0.99,"Hello, brave warrior! You've probably heard about the treasure of dragons and want to take them for yourself? Well, go into the castle and try to get around his guards!",[13-lab/azimuth team],[Casual/Indie],15/10/2018
2837,883400,The treasure of the lost temple,0.99,"Eratos is an adventurer searching for a treasure buried in a temple, he needs help to discover it. Will you be able to brave the obstacles to obtain this treasure ? This mini-game in the way RPG 2D is a game based on obstacle courses and enigmas.",[Dupeyron],[Adventure/Casual/RPG],4/7/2018
2838,885120,Werewolves: Haven Rising,5.99,"Rise up, werewolves! Throw off the shackles of a tyrannical military police state. Fight for your pack! Fight for your honor! Fight for your freedom!",[Choice of Games],[Adventure/Indie/RPG],26/7/2018
2839,885290,AceSpeeder3,2.99,"A racing game where you speed through a futuristic world in anti-gravity machines. Experience overwhelming speeds and realistic motions! Enjoy the beautiful visuals and intensely powerful sounds! Simple controls, 10 machines, 35 courses &amp; 3 styles of racing!",[DLsite],[Action/Casual/Indie/Racing],9/7/2018
2840,885320,Cro Magnon,0.99,"Europe, 39000 BC. A group of people have arrived at a location suitable for a settlement. The lands are rich and fertile, but not uninhabited. You will take command of a newly formed clan of Cro Magnon, in the final days of the Neanderthals. Your goal is survival and dominance.",[Thor Gaming],[Indie/Strategy/Early Access],31/7/2018
2841,885640,Lynne,0,"Lynne is a short story about the scariest thing in the world: being a teenager.",[ebi-hime],[Free to Play/Indie/Simulation],13/7/2018
2842,886060,Redout: Space Assault,9.99,"Redout: Space Assault is arcade space battle, coupling the trademark Redout adrenaline with the thrill of combat. Outsmart, outmaneuver, overpower, outclass your opponents in lightning-fast, adrenaline-inducing single-player space combat.",[34BigThings srl],[Action/Casual/Indie/Simulation],22/1/2021
2843,886160,Respublica,0,"Create a politician and start your legacy. Run in national and local elections. Create and vote on legislation. Respublica is an online roleplay game, where users can run for office and control the outcome of the world within the game.",[4thNode],[Free to Play/RPG/Simulation/Early Access],4/7/2020
2844,886200,EndCycle VS,29.99,"EndCycle VS is a deckbuilding roguelike adventure that throws you into the heart of war. Master over 4,000 attacks, build your unique deck and see if you have what it takes to end the cycle!",[12B3],[Action/Indie],20/4/2022
2845,886230,Noble Armada: Lost Worlds,19.99,"Noble Armada: Lost Worlds is a moddable real-time strategy PC title based on the Noble Armada miniatures game. Set in the Fading Suns Universe, where the suns themselves are dying, humanity battles to revive its lost greatness, or just take what is left.",[Holistic Design],[Strategy],13/9/2018
2846,886360,Casino Mega Collection,6.99,"Casino Mega Collection features 60+ casino table games and video slot variations.",[Gunnar Games],[Casual],2/7/2018
2847,886450,Night of the Shrub Part 2,1.99,"Night of the Shrub Part 2 is a short, visual novel, with a single storyline rife with odd happenings - The continuing adventures of Shrub and his friends as they wind their way through the creepy Old Twermbly Place.",[Grove Street Games],[Casual],18/7/2018
2848,887550,Dimetrosaur,4.99,"Sneak around dinosaurs and enemy soldiers in a single player story. Explore the island, find the hidden laboratory, rescue the Doctor and avoid becoming lunch in Dimetrosaur. Similar to retro games.",[Grade 9 Games],[Indie],8/9/2018
2849,887660,Brath: Brain and Math,0.99,"Several very challenging small Math/Memory games made on Unreal Engine 4. Its bassically inovated classic concentration game and one math board game. If you want to test your concentration skills or give your brain an exercise, Brath game is here for you with some fresh new mechanics.",[Tomas Novak],[Casual/Indie/Strategy],13/7/2018
2850,887800,Snooker 19,34.99,"Snooker 19 - The official videogame of World Snooker.",[Ripstone],[Indie/Simulation/Sports],17/4/2019
2851,887900,egg is broken. heart is too.,2.99,"You are a chicken. Break into a restaurant kitchen and rescue your precious baby egg from the clutches of evil, hungry humans. You can do it. You have the power of motherly love.",[Curious Visions],[Action/Casual/Indie],4/4/2019
2852,888010,Tango: The Adventure Game,2.99,"A point &amp; click adventure based on the legendary life of the greatest Tango singer, Carlos Gardel. With a strong grasp on Argentinean culture, it guides the player through a very charming story full of rich details of an early twentieth century Buenos Aires.",[Inca Games],[Adventure/Indie],16/11/2018
2853,888070,Railroad Tracks,0,"Railroad tracks is a 2D exploration based adventure game about a lonely circus artist who has fallen into amnesia. As you venture through his surreal twilight world, unsettling memories start to return.",[socah],[Adventure/Free to Play/Indie/RPG],14/9/2018
2854,888310,Suitchi,0.99,"Suitchi is a two-player co-op platformer that is all about switching. Able to switch positions and teleport to each other, Blue and Orange go on an adventure of puzzle solving to find their lost friend.",[GuruWorks],[Adventure/Casual/Indie],25/10/2018
2855,888690,Guess who ?,0.49,"Guess Who ? is a quiz game, you will see 5 image of animals, 1 target and 4 options. Just select the animal of the same species with the target animals",[Game for people],[Action/Casual/Indie],5/7/2018
2856,888800,S.F.77,0,"Use your space fighter (S.F.77) to destroy enemy spaceships and collect energy from them. Use that to upgrade you speed, weapons, or improve shields which will allow you to survive even harder attack waves.",[mkaatr],[Free to Play],13/9/2018
2857,889080,Deity Empires,24.99,"Deity Empires is a 4X, turn-based strategy game with a powerful “just one more turn” feel! Enter an intricate fantasy world as one of many deities posed to become ruler of the world.",[BaileyHausdorff Systems],[RPG/Strategy],25/9/2018
2858,889240,Loot Box Simulator,0,"A satirical look at the current trajectory of the game industry. Open loot boxes, collect loot, equip cosmetics, face off against the dark lord, watch ads, take surveys, and slowly succumb to addiction.",[Clickbait Studios],[Simulation],27/7/2018
2859,889280,Marginalia,5.99,"Marginalia is a first-person horror game that transports you to Kestlebrook, a secluded valley where history becomes enmeshed with a strange present. Weeks ago Eric left. Days ago you got a letter telling you to come to him. Now you're here, but precisely where is here? And better yet, when?",[Connor Sherlock],[Adventure/Indie],1/10/2019
2860,889790,Incandescent 2,0.99,"Incandescent 2 is a retro inspired fast paced twin stick shooter that will challenge you the longer you play. Pilot your ship and defeat the many waves of enemies in your way. Challenge your friends to beat your score in the Steam Leaderboards!",[Stephen Crabb],[Action/Indie],18/1/2019
2861,890030,Shadow of the Tomb Raider: Definitive Edition,0,"As Lara Croft races to save the world from a Maya apocalypse, she must become the Tomb Raider she is destined to be.",[Square Enix/Feral Interactive (Mac)/Feral interactive (Linux)],[Action/Adventure],14/9/2018
2862,890130,Pawn of the Dead,7.99,"A 3D game based on chess, in the style of Battle Chess. What makes it a unique game is its mechanic: When a Black (undead) piece captures a White piece, that White piece turns into a Black one!",[Aslan Game Studio],[Indie/Strategy],19/2/2021
2863,890220,Math Fun,4.99,"Math Fun is amazing fun loving app for everyone. This app will let you learn math in an fun and easy manner while playing.",[Yash Future Tech Solutions Pvt Ltd],[Casual/Indie/Strategy],4/8/2018
2864,890690,Forgotten World,0,"A classic old style game, a strategic turn combat system with incredible magic and a great story! This is Forgotten World! A bounty reward where you have to find these criminals and get something uselfull for your journey. A lot of different demons waits you to reclaim the power of your swords, are you ready to stop them?",[Insitor Studio],[Action/Adventure/RPG/Strategy],18/7/2018
2865,890880,FROSTBITE: Deadly Climate,0,"Survive the arctic research base simply known as Base 75, or die from the freezing cold or by the horrors that lurk within the halls?",[Alex Olinkiewicz],[Violent/Action/Adventure/Indie],22/7/2018
2866,891180,PINPIN BALLBALL,0,"Check out this new pinball game created with Pixel Game Maker MV! Use the left and right flippers to send the ball flying as you compete for the highest score!",[PLAYISM],[Action],1/11/2018
2867,891710,Thanksgiving Day Mosaic,0.49,"Pick out a turkey, decorate the house and invite people over! Thanksgiving Day Mosaic has 120 patchwork-style puzzles for all the family!",[8Floor],[Casual],24/10/2018
2868,891950,Wagers of War,0,"Jump into a competitive battleground as you face off against your opponent in rounds of war. Based on the classic card game War, battle head-to-head as you work to anticipate your opponent’s next move while making gains to outsmart them and bring home the victory.",[Jumb-O-Fun Games Inc],[Free to Play/Indie/Strategy],8/8/2018
2869,892560,PaulPaul - Act 1,0,"Paul is a VR narrative experience where players try to figure out their identity through exploring surroundings and events in a futuristic and often changing environment.",[Another Circus],[Adventure/Free to Play/Indie],25/7/2018
2870,892630,Mojo: Hanako,0,"'Mojo: Hanako” is a new version of the famous game “2048”, an original approach to this well-known puzzle. Beautiful Hanako will keep you company during the game. The more points you get, the less clothes remain on the girl.",[L. Stotch],[Casual/Free to Play/Indie/RPG],27/7/2018
2871,892900,Emoto,0,"Emoto uses VR devices to quickly create 3D animation, manipulate characters to make the performance more lifelike, use SDK tools to replace your own characters, scenes, props, special effects resources, and you can export your performance story into MP4 video, share and record!",[Guangzhou little lamb Animation Technology Co., Ltd.],[Video Production],26/9/2018
2872,893070,The End: Inari's Quest,3.99,"You're a fox in a cyberpunk city full of hostile robots. You must escape while helping another fox and its cub",[Plug In Digital],[Action/Adventure/Indie],24/7/2018
2873,893350,Malfortune,4.99,"A twin-stick shooter where your actions have consequences. Engage in blood-pumping boss fights, soothing casual puzzles, and chats with quirky locals. This planet's fate lies in your capable, albeit confused, hands.",[Restful Panic ltd],[Action/Adventure/Indie],31/7/2018
2874,893470,Salary Man Escape,10.99,"Tired of work? Feeling trapped at your position with no hope of promotion? Vent out your frustrations with Salary Man Escape, a satirical and edgy physics puzzle game about helping a disgruntled Salaryman escape his miserable life. Featuring PC-exclusive levels!",[Oasis Games],[Casual/Indie],18/9/2018
2875,893570,Short Life,0,"Choose your hero and get to the finish without losing your head :) Avoid obstacles and try to complete the levels with all your body parts.",[gametornado],[Adventure/Indie/Simulation],14/11/2018
2876,893620,Azurael's Circle: Chapter 2,1.99,"Azurael's Circle: Chapter 2 is a horror-mystery adventure game where you must track down five missing teenagers in an abandoned apartment complex. There's something sinister awaiting you inside. Beware.",[Enkian Games],[Adventure/Indie],3/9/2018
2877,893720,One Hand Clapping,14.99,"One Hand Clapping is a vocal 2D platformer. Solve puzzles, by singing or humming into your microphone, and find confidence in the power of your voice as it changes the world around you.",[HandyGames],[Adventure/Indie],14/12/2021
2878,893850,THE LONGING,11.24,"An unusual mix of adventure and idle game. In utter loneliness deep below the surface, it's your task to wait for the awakening of your king... for 400 days.",[Application Systems Heidelberg],[Adventure/Indie/RPG],5/3/2020
2879,894090,Maze Gold Run,5.99,"The largest Maze ever created. Time is ticking and death is inevitable. Endless corridors, doors, and traps over and over again. Can you find a way out and save your beloved?",[Savestar Games],[Adventure/Casual/Indie],24/9/2019
2880,895510,Blow Up Pieces: Unleashed,5.99,"Blow Up Pieces is a single player and multiplayer game that you can play locally. Come on this adventure and help Mike save his world by destroying the falling blocks!",[PrimeMakers],[Casual/Indie],23/11/2019
2881,895940,Atlantic Edge,3.99,"Atlantic Edge is a strategic VR brawler for HTC VIVE in which you play a mech pilot tasked with defending a city from an endless onslaught of kaiju. Will you save the city? Or cause as much damage as the kaiju?",[Rush Games],[Action/Indie/Simulation/Early Access],7/9/2018
2882,896240,The Grand Museum VR,9.99,"Virtual museum environment filled with 82 photo-scanned works of ancient art, originating from various parts of the world. Investigate the archives and discover the history of the art pieces.",[Owlgorithm LLC],[Adventure/Casual/Indie/Simulation],20/7/2018
2883,896350,Symphonics: Make Music in VR,4.99,"A unique way to compose music in VR by physically manipulating the melodies and beats you write. Interact with your songs in a completely new way.",[Brian Fitzgerald],[Indie/Simulation],6/9/2018
2884,896400,Alien Attack: Pocket Edition,1.99,"You are a brave space trooper. Your mission is to clean an alien sector with a huge amount of enemies. Speaking shortly, you have to kill some aliens and return alive.",[Alien Jellyfish],[Action/Casual/Indie/Simulation],1/8/2018
2885,896880,Bouncing Over It with friends,4.99,"Take control of a cute slime ball to explore a strange and uncanny world, climb to the top, and make sure to invite your friends to the trip!",[EYEJAM STUDIOS],[Action/Adventure/Casual/Indie],8/8/2018
2886,897010,Surface: Return to Another World Collector's Edition,9.99,"The people of Lightfalls are disappearing, and it’s up to you to save them!",[Big Fish Games],[Adventure/Casual],6/8/2018
2887,897040,Nazi Bunker,0.49,"1943, you play for the American soldier Ahmed, who was captured by the Nazis during the task of finding and destroying the SS secret weapon. You have one target - kill everyone.",[Ghost_RUS Games],[Action/Adventure/Casual/Indie],20/7/2018
2888,897210,Omicroid,4.99,"Conduct experiments with microscopic aliens!",[WoolyLittleGuys],[Casual/Simulation/Strategy],10/9/2018
2889,897440,Leviathan ~A Survival RPG~,9.99,"Leviathan is a Survival Adventure RPG that takes place on a nearly inescapable island that's guarded by a dragon called the Leviathan. It's up to the player to try to find a way to escape the island and defeat the dragon while using all the resources on the island at their disposal.",[Kagura Games],[Adventure/Indie/RPG],29/11/2018
2890,897450,The Survivalists,24.99,"A living world full of surprises, secrets and danger awaits in The Survivalists, an adventure-filled survival sandbox set in The Escapists universe. Explore, build, craft and even train monkeys with up to three friends in a desperate bid to survive. Have you got what it takes to be a Survivalist?",[Team17],[Action/Adventure/Casual/Indie],9/10/2020
2891,897580,Avem888,4.99,"This classic arcade style flying game takes you through a everchanging landscape of objects you should avoid.",[WaVR Tech AB],[Casual/Indie/Racing],26/7/2018
2892,897820,Reigns: Game of Thrones,3.99,"Reigns: Game of Thrones is the heir to the award-winning HBO® TV series Game of Thrones® and the smash-hit swipe ‘em up series Reigns from Nerial and Devolver Digital.",[Devolver Digital],[Adventure/Indie/RPG],18/10/2018
2893,898260,Juliantli,0.99,"Juliäntli is a tiny, crazy rhythm game about and with ducks. Click through an onslaught of colorful ducks, manage your time and stay on the beat. Are you ready for tons of quacking? Are you skilled enough to get the high score?",[stardust.ch],[Casual/Indie],30/8/2018
2894,898290,V.O.I.D.,4.99,"After some time, a group of Ploids decides to take action and return the peace. To achieve this, Alpha and Omega must travel through time to eras of ancient land, in order to obtain sacred stones that will give him the necessary power to defeat the invaders.",[NAPE GAMES],[Action/Adventure/Indie],28/11/2018
2895,898320,Synth Ninja,1.99,"Synth Ninja brings together the unforgettable Synthwave theme of the 80's with ninjas and offers a unique VR experience. Your goal in the game hit the targets with shurikens. Each target have random blue and red colors. You have to shot with shuriken that match the color of targets.",[Volens Nolens Games],[Casual/Indie],11/10/2021
2896,898390,Megalith,24.99,"The stage has been set for the greatest battle in history. Use your massive size and powerful abilities to compete against other Titans for supremacy in this original VR hero shooter/MOBA hybrid.",[Disruptive Games, Inc.],[Action],8/5/2020
2897,898490,Dorian Morris Adventure,8.99,"Will the secrets of your missing grandfather be finally discovered? Who is your friend, and who should you avoid? What is the mysterious Book of Knowledge? Do you really know who you are and what is your destination?",[Forestlight Games],[Adventure/Casual/Indie],16/11/2020
2898,898500,Hentai City,0.99,"Hentai City is a classic sliding puzzle game with 100 levels in Tokyo city theme.",[Waifu Games],[Casual/Indie/Strategy/Early Access],4/12/2018
2899,898780,Escape Game,0.99,"In Escape Game you will have to solve the different puzzles hidden in the house to escape!",[RewindApp],[Adventure/Casual/Indie],6/11/2018
2900,898790,Locomotion,8.99,"Locomotion is a steamy railway puzzler. An alien stole your gold, and you’ve got to chase them into space to get it back. Haul wagons, flick switches, and reclaim your lost gold, through fifty-one increasingly tricky levels from home on the range to the final frontier.",[Polyfox],[Casual/Indie],10/5/2019
2901,898910,DASH: Danger Action Speed Heroes,9.99,"Create, compete and connect! Run hundreds of user-generated platformer levels and experience the juicy and action-packed mechanics developed and invented by the community.",[Baby Duka],[Action/Indie/Early Access],6/6/2019
2902,899390,Xenon Racer,2.99,"It’s the year 2030, the era of flying vehicles. A one-off championship for wheel based vehicles has been organised, with cutting-edge electric cars boosted by Xenon gas. Drift through cities like Tokyo and Dubai as fast as you can and claim eternal glory!",[3DClouds],[Action/Indie/Racing/Sports],26/3/2019
2903,899480,Girls Dance,0.99,"Girls invite you to their world, join them and admire their beautiful movements in a dance on a spectacular stage. Unlock new dances and clothes by scoring certain amounts of points.",[Gilrs Dance studio],[Sexual Content/Nudity/Casual/Indie/Simulation],28/7/2018
2904,899940,校园恋物语|Love in School,0.99,"Campus love is not so much interest entanglement, only pure I love you and you love me. Love in School tells a short love story, simple and fresh.",[樱],[Indie/RPG],27/7/2018
2905,899970,NEKOPARA Extra,4.99,"About half a year before the opening of the patisserie, La Soleil where the catgirls work with Kashou. Back when Chocola and Vanilla were still kittens when they first arrived at the Minaduki household and before they opened up to the other catgirls.",[Sekai Project],[Casual/Indie],26/7/2018
2906,900010,Meeple Station,19.99,"Build your way to success! Trade your way to the top! Explore your way to infamy! Do it all your way!",[Modularity/WhisperGames],[Casual/Indie/RPG/Simulation/Strategy],10/4/2020
2907,900060,Free Throw,0.99,"A simple game in which you only have to click the screen with your mouse. There are several unique levels.",[1/13s],[Casual/Indie/Simulation/Sports],20/8/2018
2908,900290,Veritas,12.99,"Uncover the lies. Free your mind. Veritas is a compact narrative puzzle game that asks: what is truth, and does it even matter?",[Glitch Games],[Adventure],12/2/2020
2909,903160,Wunderwaffe,2.99,"Wunderwaffe - a game of tanks with a view from above. There are three game modes (team battle for killing, each for himself for killing, capturing a flag) in this game. Also the game is on the same computer.",[RoBot],[Action/Adventure/Indie/Simulation],27/7/2018
2910,903560,Pixel Fishies,2.99,"Lead a school of fish to eat food, grow, and destroy! Retro arcade action for 1-16 players.",[Jim Rogers],[Action/Casual/Indie],16/12/2018
2911,903760,BinaryBotsVR,0,"Binary VR is a virtual reality experience of HEX WORLD, Binary leaves in HEX WORLD with his friend DIMM.",[cbinfosystems],[Adventure/Free to Play],22/11/2018
2912,903790,Card Battle Spirit Link,9.99,"Get ready for a new kind of digital multiplayer card game. No shuffled decks, no random card packs. In Card Battle Spirit Link, strategy is the key!",[Speedrobo Games],[Indie/Strategy],2/5/2020
2913,904800,Ambition,0,"Ambition is a 2D strategy RPG game that explores a village with teleporters to dangerous dungeons. In this strange and quirky world, battle bosses like a one-eyed turtle with a fancy tophat, a giant centipede that lurks quietly in the desert, and many more!",[Henry Dang PRG],[Free to Play/Indie/RPG],6/9/2018
2914,904820,VR Jogger,0,"Get started on the trail to a healthier you with VR Jogger today!",[EnsenaSoft],[Casual/Simulation/Sports],17/8/2018
2915,904930,YOU - The Untold Stories,3.99,"YOU - The Untold Stories is an Action Adventure Indie PC Game inspired by classics, like Dynasty Warriors and Tomb Raider. The gameplay includes hack-n-slash sequences and mind-boggling puzzles. And you can import your own pictures to get a version that YOU are the main character.",[ZekGame],[Action/Adventure/Indie],24/10/2018
2916,905090,Pineview Drive - Homeless,17.99,"Join former Army soldier Miles Roberts as he wanders into the old estate at the bottom of Pineview Drive on a stormy night. From here begins a nightmare, from which it is necessary to escape.",[SilentFuture],[Action/Adventure],5/4/2019
2917,905260,Hags Castle,0.99,"‘Hag’s Castle’ is a real-time 3D combat exploration game set in the age of Scottish myth and legend.",[Switchpilot],[Action/Adventure/Indie],2/8/2018
2918,905510,Rugosi,0.99,"Rugosi is a plain and little game in which you take the role to play through various challenging levels.",[Fürst],[Adventure/Casual/Indie],8/8/2018
2919,905530,Anew: The Distant Light,24.99,"Discover a mysterious, interconnected alien world in this sci-fi action-exploration game. Earn game-changing equipment through skillful combat and solving puzzles. Customize your gear, pilot insane vehicles, and repair your powerful home ship for the ultimate advantage.",[Resonator],[Action/Adventure/Indie/Early Access],9/8/2021
2920,906010,TAL: Arctic 2,0.99,"TAL: Arctic 2 - In this game you need help an unknown creature to go in the magic portal across many mazes.",[Snkl Studio],[Adventure/Casual/Indie],3/8/2018
2921,906050,Hentai Case Opening,0.99,"Hentai Case Opening is a totally classic case opening simulator with a slight Japanese touch ...",[RewindApp],[Casual/Indie],27/9/2018
2922,906600,Gunkid 99,5.99,"GUNKID 99 is a fast and frantic 2D arena-shooter that will seriously challenge your skills and reflexes. Craft your own unique play-style and develop crazy combos​ with numerous weapons and abilities at your disposal! Lay waste to endless hordes of enemies and get that top score on the Global Leaderboards!",[Yongjustyong],[Action/Indie],13/3/2019
2923,906650,Gumstein: The Awakening,0,"Solve puzzles and evade hazards using several interesting abilities such as sticking to walls, splitting, and launching your other half through multiple levels on your quest to find Ruby",[PAIN Games],[Action/Indie],30/1/2019
2924,906770,TITAN SLAYER Ⅱ,29.99,"TITAN SLAYER is back to VR world!!!Fighting against massive giant creature by using your sword, bow and gun. Introducing a whole new movement system will let you improving your game action.Use your whole body and skills to fight against enormous enemies.",[COLOPL, Inc.],[Action],19/2/2019
2925,906870,FurryFury: Smash & Roll,0,"A dynamic beast-rolling turn-based online arena puzzle brawler on physics.",[Cosmic Publishing],[Adventure/Casual/Free to Play/Indie/Strategy],14/4/2022
2926,907000,The Navigator,0,"The Navigator is a 2D puzzle-platformer where the player assumes control of a young boy travelling the high seas. The mysterious world around him is filled with floating rocks that have various celestial properties, and the player must help the boy align these celestial rocks to lead him on his journey.",[Team Navigator],[Adventure/Casual/Free to Play/Indie],3/8/2018
2927,907190,GRITS Racing,9.99,"Pancake batter party game that is an all-out racecar simulator... and mostly silly. Drive tiny cars that perform and crash better than any other corny 2D car game. Make each “race” your own with a selection of playground rules. Go for the win or go for the chaos.",[Muddy Desert],[Action/Casual/Indie/Racing/Simulation/Sports/Early Access],4/3/2019
2928,907310,World of Myths,0,"Take control of the battle, crush the opponent’s temples and rise to victory in a card game where the usual tactics don't work. Pledge loyalty to your favorite Mythology. Bring back the glory of the ancient Gods or become a God yourself.",[Rebellious Software],[Free to Play/Indie/Strategy/Early Access],30/5/2019
2929,907460,Girlfriend Cards,0.99,"Hardcore card game. For a limited time, find all the matches. One chance is given.",[meokigame],[Action/Adventure/Casual/Indie/RPG/Simulation/Sports/Strategy],20/9/2018
2930,908010,Farjob,0,"Delve into a boundless realm of twisting pathways and absurd bosses.",[Simon Kaley],[Action/Indie],21/8/2018
2931,908500,crazy maze ~疯狂迷宫 ~ 狂った迷路 ~ Laberinto loco ~ Labyrinthe fou ~ Verrücktes Labyrinth,0,"Have you challenged the real maze? Welcome to the 3D maze game, take you into a huge maze world to find a way out, we have carefully designed 12 labyrinths, one is bigger than one, one is harder than one!",[liuguowang],[Adventure/Casual/Indie/Strategy],1/11/2018
2932,909110,Acid Nimbus,0,"manage your ammunition and dodge projectiles. Charge with your bayonet and get the highest score.",[Hernan Caro Vilaburges],[Action/Free to Play/Indie],1/10/2018
2933,909190,Escape Lala - Retro Point and Click Adventure,0,"You wake up inside a magical cave, can you escape? A nostalgic adventure game &lt;3",[DuckbearLab],[Adventure/Free to Play/Indie],14/2/2019
